Mountain (268) (Oil Slick Raised Foil)		3.03
Conduit of Worlds (Extended Art)	2	5.34
Blackcleave Cliffs	1.9	3.09
Mercurial Spelldancer (Extended Art)	0.98	4.65
Darkslick Shores	1.5	2.59
Bloated Contaminator (Extended Art)	1.5	3.71
Nahiri, the Unforgiving (Phyrexian)	0.96	3.65
The Eternal Wanderer (Showcase)	1	3.35
Razorverge Thicket (Borderless)	1.45	3.39
Tyvar, Jubilant Brawler	0.83	2.68
Kaya, Intangible Slayer (Showcase) (Step-and-Compleat Foil)		2.54
Phyrexian Arena (Extended Art)	1.25	2.85
Lukka, Bound to Ruin (Showcase)	0.98	3.02
White Sun's Twilight (Extended Art)	1.43	4.33
White Sun's Twilight (Extended Art)	1.43	4.49
Phyrexian Arena	0.8	2.74
Bloated Contaminator	1	2.89
Seachrome Coast	1	2.41
Copperline Gorge (Borderless)	1	3.34
Ria Ivor, Bane of Bladehold (Showcase) (Step-and-Compleat Foil)		2.41
Kemba, Kha Enduring (Showcase) (Step-and-Compleat Foil)		2.38
Conduit of Worlds	1.25	3.19
Melira, the Living Cure (Showcase) (Step-and-Compleat Foil)		2.19
The Eternal Wanderer	0.85	1.91
Capricious Hellraiser (Showcase)	0.74	2.65
Mercurial Spelldancer	0.49	2.29
Vraan, Executioner Thane (Showcase) (Step-and-Compleat Foil)		2.11
Migloz, Maze Crusher (Showcase) (Step-and-Compleat Foil)		2.02
Venser, Corpse Puppet (Showcase) (Step-and-Compleat Foil)		2.01
White Sun's Twilight	0.75	2.14
Lukka, Bound to Ruin (Phyrexian)	0.98	3.18
Razorverge Thicket	1	2.13
Copperline Gorge	0.9	2.05
Lukka, Bound to Ruin	0.49	2.23
Mirrex (Extended Art)	0.5	4.44
Progress Theme Card	0.95	
Slobad, Iron Goblin (Showcase) (Step-and-Compleat Foil)		1.62
Capricious Hellraiser	0.64	2.04
Rebellious Theme Card	0.5	
Toxic Theme Card	0.99	
Nahiri, the Unforgiving	0.37	1.84
Archfiend of the Dross (Showcase) (Step-and-Compleat Foil)		1.48
Cankerbloom (Showcase) (Step-and-Compleat Foil)		1.43
Corruption Theme Card	0.39	
Mite-y Theme Card	0.49	
Mirrex	0.5	1.72
Swamp (269) (Phyrexian)	0.25	0.76
Mite Overseer (Extended Art)	0.41	6.8
Glissa Sunslayer (Showcase)	0.48	1.74
Tyvar's Stand	0.4	2.57
Mindsplice Apparatus (Extended Art)	0.49	2.16
Malcator, Purity Overseer (Showcase) (Step-and-Compleat Foil)		1.11
Jor Kadeen, First Goldwarden (Showcase) (Step-and-Compleat Foil)		1.03
Glissa Sunslayer	0.31	1.25
Blue Sun's Twilight (Extended Art)	0.47	1.42
Kaito, Dancing Shadow (Showcase)	0.38	1.02
Poison Counter // Phyrexian Mite (011) Double-sided Token	0.76	
Mite Overseer	0.19	8.47
Red Sun's Twilight (Extended Art)	0.25	1.32
Kethek, Crucible Goliath (Showcase) (Step-and-Compleat Foil)		0.9
Red Sun's Twilight (Extended Art)	0.25	1.12
Green Sun's Twilight (Extended Art)	0.28	1.14
The Seedcore (Extended Art)	0.23	2.13
Kaya, Intangible Slayer (Showcase)	0.14	0.66
Sheoldred's Edict	0.21	1.17
Koth, Fire of Resistance (Showcase)	0.17	0.95
Soulless Jailer (Extended Art)	0.2	2.04
Black Sun's Twilight (Extended Art)	0.25	1.42
Black Sun's Twilight (Extended Art)	0.2	1.68
Geth, Thane of Contracts (Showcase) (Step-and-Compleat Foil)		0.83
Rebel // Emblem - Koth, Fire of Resistance Double-sided Token		0.83
Mindsplice Apparatus	0.01	1.01
Rebel // Samurai Double-sided Token		0.81
Evolved Spinoderm (Showcase) (Step-and-Compleat Foil)		0.8
Kaito, Dancing Shadow	0.2	0.59
Thrun, Breaker of Silence (Showcase)	0.24	0.72
Encroaching Mycosynth (Extended Art)	0.05	0.79
Emblem - Koth, Fire of Resistance	0.3	
Minor Misstep	0.03	2.27
Koth, Fire of Resistance	0.2	0.66
Thrun, Breaker of Silence	0.19	0.77
Forest (271) (Phyrexian)	0.1	0.51
Samurai Token	0.01	
Soulless Jailer	0.12	0.52
Plains (267) (Phyrexian)	0.08	0.51
Green Sun's Twilight	0.2	0.6
Island (268) (Phyrexian)	0.05	0.53
Kinzu of the Bleak Coven (Extended Art)	0.24	2.94
Phyrexian Mite (011) // Phyrexian Germ Double-sided Token		0.61
Blue Sun's Twilight	0.1	0.72
Urabrask's Forge (Extended Art)	0.18	0.89
Black Sun's Twilight	0.1	0.76
Mountain (270) (Phyrexian)	0.1	0.47
Mirran Safehouse (Extended Art)	0.21	1.1
The Hollow Sentinel Token	0.01	
Blade of Shared Souls (Extended Art)	0.18	0.67
Kaya, Intangible Slayer	0.02	0.48
Karumonix, the Rat King (Showcase)	0.22	0.49
Melira, the Living Cure (Showcase)	0.15	0.67
Kemba, Kha Enduring	0.03	0.38
Karumonix, the Rat King	0.01	0.39
Vraan, Executioner Thane	0.05	0.49
The Seedcore	0.15	0.47
Unctus, Grand Metatect (Showcase)	0.15	0.44
Migloz, Maze Crusher (Showcase)	0.01	0.49
Graaz, Unstoppable Juggernaut (Showcase)	0.09	0.53
Norn's Wellspring (Extended Art)	0.19	0.45
Vindictive Flamestoker (Extended Art)	0.09	1.13
The Filigree Sylex (Extended Art)	0.15	0.62
Serum Sovereign (Extended Art)	0.11	
Phyrexian Horror (007) Token	0.14	
Encroaching Mycosynth	0.11	0.44
Red Sun's Twilight	0.05	0.52
Ezuri, Stalker of Spheres	0.15	0.55
Mirran Safehouse	0.09	0.29
Vraan, Executioner Thane (Showcase)	0.05	0.35
Ezuri, Stalker of Spheres (Showcase)	0.11	0.54
Kemba, Kha Enduring (Showcase)	0.13	0.43
The Monumental Facade (Extended Art)	0.06	0.52
Migloz, Maze Crusher	0.1	0.29
Ovika, Enigma Goliath (Showcase)	0.12	0.4
Serum Sovereign	0.01	2.27
Melira, the Living Cure	0.1	0.39
Rebel // Phyrexian Germ Double-sided Token		0.47
Zenith Chronicler (Extended Art)	0.12	0.51
Kinzu of the Bleak Coven	0.09	5.69
Unctus, Grand Metatect	0.01	0.52
Rhuk, Hexgold Nabber (Extended Art)	0.16	2.85
Goliath Hatchery (Extended Art)	0.1	1.87
Phyrexian Mite (011) // Phyrexian Mite (012) Double-sided Token	0.29	0.28
Graaz, Unstoppable Juggernaut	0.1	0.27
Archfiend of the Dross (Showcase)	0.01	0.38
Urabrask's Forge	0.05	0.52
Norn's Wellspring	0.02	0.38
Ossification	0.1	0.66
Archfiend of the Dross	0.08	0.35
Ria Ivor, Bane of Bladehold (Showcase)	0.05	0.37
Monument to Perfection (Extended Art)	0.13	0.31
Myr Convert (Showcase) (Step-and-Compleat Foil)		0.4
Argentum Masticore (Extended Art)	0.09	0.39
Rhuk, Hexgold Nabber	0.07	1.07
Goliath Hatchery	0.04	1.11
Blade of Shared Souls	0.01	0.32
The Filigree Sylex	0.05	0.26
Vindictive Flamestoker	0.09	0.31
Drown in Ichor	0.05	0.51
Venser, Corpse Puppet	0.05	0.25
Venser, Corpse Puppet (Showcase)	0.05	0.34
Jor Kadeen, First Goldwarden (Showcase)	0.14	0.3
Phyrexian Mite (011) // Samurai Double-sided Token		0.35
Ria Ivor, Bane of Bladehold	0.01	0.3
Ovika, Enigma Goliath	0.01	0.29
The Monumental Facade	0.01	0.26
Slobad, Iron Goblin (Showcase)	0.09	0.27
Evolved Spinoderm (Showcase)	0.05	0.14
Malcator, Purity Overseer (Showcase)	0.1	0.3
Experimental Augury	0.05	1.13
Argentum Masticore	0.04	0.26
Monument to Perfection	0.02	0.24
Zenith Chronicler	0.01	0.27
Kethek, Crucible Goliath (Showcase)	0.08	0.2
Tablet of Compleation (Extended Art)	0.05	0.26
Phyrexian Mite (011) // Emblem - Koth, Fire of Resistance Double-sided Token		0.29
Phyrexian Mite (011) // The Hollow Sentinel Double-sided Token		0.28
Kethek, Crucible Goliath	0.05	0.23
Malcator, Purity Overseer	0.04	0.28
Slobad, Iron Goblin	0.05	0.23
Infectious Bite	0.01	0.82
Jor Kadeen, First Goldwarden	0.01	0.22
Thrummingbird (Showcase) (Step-and-Compleat Foil)		0.27
Unnatural Restoration	0.04	1.3
Annex Sentry	0.01	0.24
Prologue to Phyresis	0.08	1.69
Geth, Thane of Contracts	0.01	0.21
Necrogen Communion	0.01	0.55
Vat of Rebirth	0.01	0.56
Dragonwing Glider	0.02	0.18
Gleeful Demolition	0.01	0.36
Armored Scrapgorger	0.01	0.37
Cankerbloom	0.09	0.44
Evolved Spinoderm	0.01	0.17
Tablet of Compleation	0.02	0.14
Plains (262)	0.02	0.21
Island (263)	0.01	0.17
Swamp (264)	0.01	0.14
Mountain (265)	0.01	0.14
Forest (266)	0.03	0.19
Geth, Thane of Contracts (Showcase)	0.02	0.23
Dragonwing Glider (Extended Art)	0.06	0.25
Cat Token	0.05	
Drone Token	0.01	
Phyrexian Beast Token	0.01	
Phyrexian Horror (004) Token	0.08	
Phyrexian Mite (012) Token	0.01	
Poison Counter Token	0.02	
Rebel // Phyrexian Horror (007) Double-sided Token		0.25
Necrogen Rotpriest (Showcase) (Step-and-Compleat Foil)		0.24
Distorted Curiosity	0.01	0.25
Serum Snare	0.01	0.25
Infectious Inquiry	0.01	0.36
Cacophony Scamp	0.01	0.24
Tainted Observer	0.01	0.39
Voidwing Hybrid	0.01	0.28
Terramorphic Expanse	0.01	0.22
Thirsting Roots	0.01	0.44
Island (273)	0.05	0.15
Blightbelly Rat (Showcase) (Step-and-Compleat Foil)		0.23
Rebel // Phyrexian Mite (012) Double-sided Token	0.1	0.29
Phyrexian Mite (011) // Phyrexian Horror (007) Double-sided Token		0.22
Rebel // The Hollow Sentinel Double-sided Token		0.22
Jawbone Duelist	0.01	0.4
Vraska's Fall	0.01	0.48
Necrogen Rotpriest	0.01	0.18
Slaughter Singer	0.01	0.22
Reject Imperfection	0.01	0.23
Expand the Sphere	0.02	0.26
Myr Convert	0.04	0.27
Phyrexian Goblin // Poison Counter Double-Sided Token	0.19	
Phyrexian Goblin Token	0.01	
Phyrexian Golem Token	0.01	
Phyrexian Mite (011) Token	0.01	
Crawling Chorus	0.01	0.32
Infested Fleshcutter	0.01	0.29
Planar Disruption	0.01	0.29
Bring the Ending	0.01	0.11
Thrummingbird	0.01	0.2
Anoint with Affliction	0.01	0.16
Bilious Skulldweller	0.01	0.33
Blightbelly Rat	0.01	0.11
Scheming Aspirant	0.01	0.2
Vat Emergence	0.01	0.3
Whisper of the Dross	0.01	0.4
Churning Reservoir	0.01	0.15
Exuberant Fuseling	0.01	0.22
Rebel Salvo	0.01	0.18
Evolving Adaptive	0.01	0.14
Noxious Assault	0.01	0.19
Venomous Brutalizer	0.01	0.15
Bladehold War-Whip	0.01	0.22
Prosthetic Injector	0.01	0.16
Cankerbloom (Showcase)	0.01	0.25
Against All Odds	0.01	0.17
Atmosphere Surgeon	0.01	0.07
Tamiyo's Logbook	0.01	0.15
Transplant Theorist	0.01	0.12
Magmatic Sprinter	0.01	0.09
Thrill of Possibility	0.01	0.18
Paladin of Predation	0.01	0.17
Myr Kinsmith	0.01	0.25
Phyrexian Mite (011) // Drone Double-sided Token		0.19
Rebel // Phyrexian Horror (004) Double-sided Token		0.19
Phyrexian Mite (011) // Phyrexian Horror (004) Double-sided Token		0.18
Unctus's Retrofitter	0.01	0.11
Feed the Infection	0.01	0.13
Hexgold Halberd	0.01	0.13
Viral Spawning	0.01	0.13
Cephalopod Sentry	0.01	0.14
Atraxa's Skitterfang	0.01	0.18
Necrogen Rotpriest (Showcase)	0.01	0.06
Charge of the Mites	0.01	0.16
Resistance Reunited	0.01	0.15
Swooping Lookout	0.01	0.19
Veil of Assimilation	0.01	0.06
Chittering Skitterling	0.01	0.14
Necrosquito	0.01	0.1
Awaken the Sleeper	0.01	0.07
Carnivorous Canopy	0.01	0.23
Furnace Punisher (Showcase)	0.01	0.06
Phyrexian Mite (011) // Phyrexian Beast Double-sided Token		0.17
Phyrexian Mite (011) // Phyrexian Golem Double-sided Token		0.17
Bladed Ambassador	0.01	0.03
Porcelain Zealot	0.01	0.07
Furnace Punisher	0.01	0.12
Nahiri's Sacrifice	0.01	0.07
Charforger	0.01	0.13
Dross Skullbomb	0.01	0.15
Apostle of Invasion	0.01	0.08
Basilica Shepherd	0.01	0.09
Compleat Devotion	0.01	0.06
Duelist of Deep Faith	0.01	0.08
Flensing Raptor	0.01	0.12
Hexgold Hoverwings	0.01	0.15
Indoctrination Attendant	0.01	0.11
Mandible Justiciar	0.01	0.05
Plated Onslaught	0.01	0.11
Vanish into Eternity	0.01	0.14
Zealot's Conviction	0.01	0.05
Aspirant's Ascent	0.01	0.08
Escaped Experiment	0.01	0.06
Font of Progress	0.01	0.1
Malcator's Watcher	0.01	0.07
Mesmerizing Dose	0.01	0.06
Quicksilver Fisher	0.01	0.07
Tamiyo's Immobilizer	0.01	0.06
Trawler Drake	0.01	0.06
Vivisurgeon's Insight	0.01	0.2
Watchful Blisterzoa	0.01	0.05
Ambulatory Edifice	0.01	0.08
Annihilating Glare	0.01	0.15
Bonepicker Skirge	0.01	0.04
Duress	0.01	0.06
Gulping Scraptrap	0.01	0.05
Nimraiser Paladin	0.01	0.09
Offer Immortality	0.01	0.13
Pestilent Syphoner	0.01	0.15
Ravenous Necrotitan	0.01	0.05
Sheoldred's Headcleaver	0.01	0.08
Bladegraft Aspirant	0.01	0.13
Blazing Crescendo	0.01	0.15
Free from Flesh	0.01	0.07
Hazardous Blast	0.01	0.06
Oxidda Finisher	0.01	0.11
Resistance Skywarden	0.01	0.04
Sawblade Scamp	0.01	0.05
Urabrask's Anointer	0.01	0.05
Volt Charge	0.01	0.1
Adaptive Sporesinger	0.01	0.1
Branchblight Stalker	0.01	0.11
Contagious Vorrac	0.01	0.14
Ichorspit Basilisk	0.01	0.1
Incubation Sac	0.01	0.11
Plague Nurse	0.01	0.11
Ruthless Predation	0.01	0.08
Sylvok Battle-Chair	0.01	0.09
Tyrranax Atrocity	0.01	0.17
Cinderslash Ravager	0.01	0.12
Serum-Core Chimera	0.01	0.08
Vivisection Evangelist	0.01	0.07
Dune Mover	0.01	0.11
Furnace Skullbomb	0.01	0.08
Ichorplate Golem	0.01	0.06
Myr Custodian	0.01	0.13
Phyrexian Atlas	0.01	0.12
Prophetic Prism	0.01	0.06
Ribskiff	0.01	0.08
Surgical Skullbomb	0.01	0.13
The Autonomous Furnace	0.01	0.17
The Dross Pits	0.01	0.18
The Fair Basilica	0.01	0.17
The Hunter Maze	0.01	0.16
The Surgical Bay	0.01	0.19
Plains (272)	0.04	0.21
Forest (276)	0.04	0.14
Bladed Ambassador (Showcase)	0.01	0.06
Sinew Dancer (Showcase)	0.01	0.03
Thrummingbird (Showcase)	0.01	0.14
Sawblade Scamp (Showcase)	0.01	0.04
Urabrask's Anointer (Showcase)	0.01	0.03
Myr Convert (Showcase)	0.01	0.16
Rebel Token	0.01	
Urabrask's Anointer (Showcase)	0.01	0.03
Furnace Punisher (Showcase) (Step-and-Compleat Foil)		0.14
Phyrexian Mite (011) // Phyrexian Goblin Double-sided Token	0.04	0.2
Rebel // Phyrexian Beast Double-sided Token		0.14
Leonin Lightbringer	0.01	0.1
Mirran Bardiche	0.01	0.06
Orthodoxy Enforcer	0.01	0.03
Gitaxian Anatomist	0.01	0.04
Glistener Seer	0.01	0.04
Stinging Hivemaster	0.01	0.05
Barbed Batterfist	0.01	0.1
Chimney Rabble	0.01	0.09
Furnace Strider	0.01	0.09
Copper Longlegs	0.01	0.08
Lattice-Blade Mantis	0.01	0.03
Rustvine Cultivator	0.01	0.07
Skyscythe Engulfer	0.01	0.03
Basilica Skullbomb	0.01	0.06
Maze Skullbomb	0.01	0.07
Swamp (274)	0.04	0.14
Mountain (275)	0.04	0.11
Quicksilver Fisher (Showcase)	0.01	0.02
Blightbelly Rat (Showcase)	0.01	0.08
Incisor Glider	0.01	0.05
Meldweb Curator	0.01	0.05
Axiom Engraver	0.01	0.05
Forgehammer Centurion	0.01	0.03
Molten Rebuke	0.01	0.03
Bonepicker Skirge (Showcase)	0.01	0.03
Rustvine Cultivator (Showcase)	0.01	0.03
Sawblade Scamp (Showcase) (Step-and-Compleat Foil)		0.13
Rebel // Drone Double-sided Token		0.13
Urabrask's Anointer (Showcase) (Step-and-Compleat Foil)		0.12
Phyrexian Mite (011) // Cat Double-sided Token		0.12
Rebel // Cat Double-sided Token		0.12
Goldwarden's Helm	0.01	0.07
Sinew Dancer	0.01	0.04
Gitaxian Raptor	0.01	0.03
Ichor Synthesizer	0.01	0.06
Meldweb Strider	0.01	0.04
Cutthroat Centurion	0.01	0.08
Fleshless Gladiator	0.01	0.05
Testament Bearer	0.01	0.05
Hexgold Slash	0.01	0.04
Predation Steward	0.01	0.06
Titanic Growth	0.01	0.05
Chrome Prowler	0.01	0.06
Cruel Grimnarch	0.01	0.03
Kuldotha Cackler	0.01	0.05
Shrapnel Slinger	0.01	0.06
Oil-Gorger Troll	0.01	0.06
Bladed Ambassador (Showcase) (Step-and-Compleat Foil)		0.11
Rustvine Cultivator (Showcase) (Step-and-Compleat Foil)		0.11
Bonepicker Skirge (Showcase) (Step-and-Compleat Foil)		0.1
Rebel // Phyrexian Goblin Double-sided Token	0.07	0.07
Eye of Malcator	0.01	0.18
Vulshok Splitter	0.01	0.05
Maze's Mantle	0.01	0.03
Rebel // Phyrexian Golem Double-sided Token		0.08
Sinew Dancer (Showcase) (Step-and-Compleat Foil)		0.07
Quicksilver Fisher (Showcase) (Step-and-Compleat Foil)		0.05
		
		
